assay_type,canonical_smiles,molecule_chembl_id,standard_units,standard_value,target_organism,type
B,COc1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl,CHEMBL1094492,nM,1810.0,Homo sapiens,IC50
B,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccc(C(F)(F)F)cc2)C1,CHEMBL1094825,nM,2270.0,Homo sapiens,IC50
B,Cl.Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccn2)C1,CHEMBL3216699,nM,2220.0,Homo sapiens,IC50
B,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCc2ccccc2)C1,CHEMBL1097189,nM,2850.0,Homo sapiens,IC50
B,Cl.NC1CCc2[nH]c3ccc(OCCc4ccc(O)cc4)cc3c2C1,CHEMBL1097190,nM,34570.0,Homo sapiens,IC50
B,COCCc1ccc(O)cc1,CHEMBL1094369,nM,50000.0,Homo sapiens,IC50
B,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccc2)C1,CHEMBL1098120,nM,2110.0,Homo sapiens,IC50
B,Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,CHEMBL1094195,nM,2980.0,Homo sapiens,IC50
B,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccc2)C1,CHEMBL1098120,nM,2190.0,Homo sapiens,IC50
B,Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,CHEMBL1094195,nM,3080.0,Homo sapiens,IC50
B,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,CHEMBL1094408,nM,587.0,Homo sapiens,IC50
B,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,CHEMBL1090479,nM,74.0,Homo sapiens,IC50
B,CCCCn1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,CHEMBL1082829,nM,5.0,Homo sapiens,IC50
B,CC(C)Cn1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,CHEMBL1084337,nM,9.0,Homo sapiens,IC50
B,Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3ncccc3c2)n1,CHEMBL1164957,nM,940.0,Homo sapiens,IC50
B,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,nM,8.9,Homo sapiens,IC50
B,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C(=O)O)c2C)cc1,CHEMBL1173411,nM,0.8,Homo sapiens,IC50
B,O=C(Nc1ccccc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,CHEMBL1173482,nM,22.4,Homo sapiens,IC50
B,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1,CHEMBL1173149,nM,12.8,Homo sapiens,IC50
B,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1OC,CHEMBL1172814,nM,92.0,Homo sapiens,IC50
B,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1,CHEMBL1172815,nM,146.8,Homo sapiens,IC50
B,O=C(Nc1ccc(Cl)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,CHEMBL1172886,nM,8.7,Homo sapiens,IC50
B,O=C(Nc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,CHEMBL1172887,nM,68.0,Homo sapiens,IC50
B,O=C(Nc1ccc(-c2ccccc2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,CHEMBL1172837,nM,88.0,Homo sapiens,IC50
B,O=C(Nc1ccc(-c2ccc3ccccc3c2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,CHEMBL1172838,nM,13.0,Homo sapiens,IC50
B,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccccc4)ccc32)c(C)c1C(=O)O,CHEMBL1173107,nM,5.8,Homo sapiens,IC50
B,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,CHEMBL1173174,nM,32.9,Homo sapiens,IC50
B,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,CHEMBL1172420,nM,39.0,Homo sapiens,IC50
B,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccc(Cl)cc4)ccc32)c(C)c1C(=O)O,CHEMBL1172421,nM,42.0,Homo sapiens,IC50
B,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccccc4)ccc32)c(C)c1CC(=O)O,CHEMBL1172422,nM,34.0,Homo sapiens,IC50
B,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CC(=O)O)c2C)cc1,CHEMBL1173150,nM,11.0,Homo sapiens,IC50
B,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,CHEMBL1173541,nM,13.0,Homo sapiens,IC50
B,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2cc(NC(=O)Nc3ccccc3)ccc21,CHEMBL1173542,nM,1000.0,Homo sapiens,IC50
B,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2cc(NC(=O)Nc3ccc(Cl)cc3)ccc21,CHEMBL1173243,nM,1000.0,Homo sapiens,IC50
B,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc(C(=O)O)[nH]2)cc1,CHEMBL1173244,nM,1000.0,Homo sapiens,IC50
B,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]ccc2-c2ccc(C(=O)O)s2)cc1,CHEMBL1172410,nM,1000.0,Homo sapiens,IC50
B,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,nM,3.0,Homo sapiens,IC50
B,O=C1NCCc2[nH]c(-c3ccncc3)cc21,CHEMBL225519,nM,10000.0,Homo sapiens,IC50
B,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL502835,nM,13.0,Homo sapiens,IC50
B,O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,CHEMBL1258913,nM,19.0,Homo sapiens,IC50
B,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,CHEMBL1270230,nM,10000.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)/C=C/C[C@@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,CHEMBL1668411,nM,0.5,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)/C=C/CCCC(=O)C[C@H](Cl)C[C@H](C)OC2=O,CHEMBL1668412,nM,100000.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)CCCCCC(=O)C[C@H](Cl)C[C@H](C)OC2=O,CHEMBL1668413,nM,17000.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)/C=C/CCCC(=O)C[C@H](Br)C[C@H](C)OC2=O,CHEMBL1668414,nM,5500.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)CCCCCC(=O)C[C@H](Br)C[C@H](C)OC2=O,CHEMBL1668415,nM,5800.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)/C=C\CCCC(=O)C[C@H](Cl)C[C@H](C)OC2=O,CHEMBL1668416,nM,100000.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)/C=C\CCCC(=O)C[C@H](Br)C[C@H](C)OC2=O,CHEMBL1668417,nM,65000.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)/C=C/CCCC(=O)/C=C/C[C@H](C)OC2=O,CHEMBL1668418,nM,1400.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)CCCCCC(=O)/C=C/C[C@H](C)OC2=O,CHEMBL1668419,nM,720.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)/C=C\CCCC(=O)/C=C/C[C@H](C)OC2=O,CHEMBL1668420,nM,1600.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)CCCCCC(=O)/C=C\C[C@H](C)OC2=O,CHEMBL1651523,nM,1200.0,Homo sapiens,IC50
B,CCNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1Cl,CHEMBL1681932,nM,1100.0,Homo sapiens,IC50
B,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,CHEMBL1738758,nM,10000.0,Homo sapiens,IC50
B,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,CHEMBL1784637,nM,2.6,Homo sapiens,IC50
B,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1822792,nM,78.0,Homo sapiens,IC50
B,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,CHEMBL1834657,nM,2072.0,Homo sapiens,IC50
B,CNc1nc2[nH]c(-c3cccc(CNC(=O)COC)n3)cc2c2c1ncn2C,CHEMBL1923983,nM,360.0,Homo sapiens,IC50
B,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,CHEMBL1929238,nM,30000.0,Homo sapiens,IC50
B,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CHEMBL103667,nM,270.0,Homo sapiens,IC50
B,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc(C(N)=O)cn4C)n3)c2)CC1,CHEMBL1933576,nM,10000.0,Homo sapiens,IC50
B,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4C)CCNC5=O)n3)c2)CC1,CHEMBL1933582,nM,10000.0,Homo sapiens,IC50
B,CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)cc4)ncnc3c2)CC1,CHEMBL1934327,nM,9.6,Homo sapiens,IC50
B,COc1cc2ncnc(Nc3cnn(CC(=O)Nc4cccc(F)c4)c3)c2cc1OC,CHEMBL1940103,nM,51.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cn2cc(Nc3ncnc4cc(OC)c(OC)cc34)cn2)c1,CHEMBL1940104,nM,25.0,Homo sapiens,IC50
B,COc1cc2ncnc(Nc3cnn(CC(=O)Nc4ccc(N(C)C)cc4)c3)c2cc1OC,CHEMBL1940105,nM,101.0,Homo sapiens,IC50
B,COc1cc2ncnc(Nc3cnn(CC(=O)Nc4ccc(N(C)C)cn4)c3)c2cc1OC,CHEMBL1940106,nM,453.0,Homo sapiens,IC50
B,COc1cc2ncnc(Oc3cnn(CC(=O)Nc4ccc(N(C)C)cn4)c3)c2cc1OC,CHEMBL1940107,nM,39.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,CHEMBL1940108,nM,0.4,Homo sapiens,IC50
B,COCCOc1cc2ncnc(Oc3cnn(CC(=O)Nc4cccc(OC)c4)c3)c2cc1OC,CHEMBL1940109,nM,0.2,Homo sapiens,IC50
B,COCCOc1cc2c(Oc3cnn(CC(=O)Nc4cccc(OC)c4)c3)ncnc2cc1OC,CHEMBL1940110,nM,5.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OCCN5CCCCC5)cc34)cn2)c1,CHEMBL1940111,nM,31.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OCCN5CCCC5)c(OC)cc34)cn2)c1,CHEMBL1940112,nM,7.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)cc(OC)c34)cn2)c1,CHEMBL1940113,nM,30.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cn2cc(Oc3ccnc4cc(OC)c(C#N)cc34)cn2)c1,CHEMBL1940114,nM,282.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cn2cc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)c1,CHEMBL1940115,nM,57.0,Homo sapiens,IC50
B,CCn1cc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)cn1,CHEMBL1940116,nM,35.0,Homo sapiens,IC50
B,CCn1cc(NC(=O)Cc2cc(Oc3ccnc4cc(OC)c(OC)cc34)n[nH]2)cn1,CHEMBL1940117,nM,10000.0,Homo sapiens,IC50
B,COc1cc2ncnc(Oc3ccc(CC(=O)Nc4ccc(N(C)C)cn4)cc3)c2cc1OC,CHEMBL1940118,nM,22.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,CHEMBL1940259,nM,8.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cc2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)c1,CHEMBL1940260,nM,175.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)Cc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)c1,CHEMBL1940261,nM,1009.0,Homo sapiens,IC50
B,COc1cccc(NC(=O)NCc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,CHEMBL1940262,nM,177.0,Homo sapiens,IC50
B,COc1cccc(S(=O)(=O)NCc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,CHEMBL1940263,nM,10000.0,Homo sapiens,IC50
B,COc1cccc(C(=O)NCc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,CHEMBL1940264,nM,6144.0,Homo sapiens,IC50
B,COc1cccc(CNC(=O)c2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,CHEMBL1940265,nM,3063.0,Homo sapiens,IC50
B,COc1cccc(CC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,CHEMBL1940266,nM,209.0,Homo sapiens,IC50
B,COc1cccc(COc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,CHEMBL1940267,nM,128.0,Homo sapiens,IC50
B,CCc1cc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)n[nH]1,CHEMBL1940268,nM,5.0,Homo sapiens,IC50
B,CCn1ccc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)n1,CHEMBL1940269,nM,172.0,Homo sapiens,IC50
B,COc1cc2ncnc(Oc3ccc(CC(=O)Nc4cn[nH]c4)cc3)c2cc1OC,CHEMBL1940270,nM,10000.0,Homo sapiens,IC50
B,COc1cc2ncnc(Oc3ccc(CC(=O)Nc4cnn(C)c4)cc3)c2cc1OC,CHEMBL1940271,nM,667.0,Homo sapiens,IC50
B,CCn1cc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)cn1,CHEMBL1940272,nM,29.0,Homo sapiens,IC50
B,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2)cn1,CHEMBL1940273,nM,12.0,Homo sapiens,IC50
B,COc1cc2ncnc(Oc3ccc(CC(=O)Nc4cnn(C(C)C)c4)cc3)c2cc1OC,CHEMBL1940274,nM,8.0,Homo sapiens,IC50
B,COc1cc2ncnc(Nc3ccc(CC(=O)Nc4cnn(C(C)C)c4)cc3)c2cc1OC,CHEMBL1940275,nM,485.0,Homo sapiens,IC50
B,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,CHEMBL1957190,nM,35000.0,Homo sapiens,IC50
B,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,CHEMBL6246,nM,1540.0,Homo sapiens,IC50
B,Cc1ccc(NC(=O)Nc2nnc(Sc3ncnc4cc(OCCCN5CCOCC5)ccc34)s2)cc1,CHEMBL2046883,nM,3700.0,Homo sapiens,IC50
B,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2,CHEMBL2064666,nM,48.0,Homo sapiens,IC50
B,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(Cl)cc2)c2ncc[nH]2)C(=O)N3)CC1,CHEMBL2086760,nM,3.2,Homo sapiens,IC50
B,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,CHEMBL2151321,nM,64.0,Homo sapiens,IC50
B,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,nM,16.0,Homo sapiens,IC50
B,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,CHEMBL2180604,nM,1.1,Homo sapiens,IC50
B,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,nM,6.0,Homo sapiens,IC50
B,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,CHEMBL2079588,nM,4.0,Homo sapiens,IC50
B,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,CHEMBL101253,nM,195.0,Homo sapiens,IC50
B,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12.Cl,CHEMBL2180605,nM,10.0,Homo sapiens,IC50
B,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,CHEMBL1289601,nM,5.2,Homo sapiens,IC50
B,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,CHEMBL1289494,nM,0.24,Homo sapiens,IC50
B,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CHEMBL1230609,nM,2.8,Homo sapiens,IC50
B,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,CHEMBL491473,nM,3.0,Homo sapiens,IC50
B,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@H]1CCCN1,CHEMBL2208034,nM,554.5,Homo sapiens,IC50
B,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O,CHEMBL2333163,nM,1600.0,Homo sapiens,IC50
B,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,CHEMBL505637,nM,2800.0,Homo sapiens,IC50
B,O=C1N/C=C/c2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,CHEMBL360190,nM,3200.0,Homo sapiens,IC50
B,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,CHEMBL276711,nM,500.0,Homo sapiens,IC50
B,NC(=O)C1=C(N)C(=O)C=C(Nc2ccccc2O)C1=O,CHEMBL2332119,nM,1.8,Homo sapiens,IC50
B,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1C(F)(F)F,CHEMBL2380834,nM,867.0,Homo sapiens,IC50
B,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1,CHEMBL2380845,nM,417.0,Homo sapiens,IC50
B,CCN(CC)CCNC(=O)c1c(C)[nH]c2c1CCC/C2=C1/C(=O)Nc2ccc(F)cc21,CHEMBL2180602,nM,1.3,Homo sapiens,IC50
B,CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1,CHEMBL2443026,nM,10.0,Homo sapiens,IC50
B,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,CHEMBL2443139,nM,10.0,Homo sapiens,IC50
B,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1,CHEMBL2443138,nM,10.0,Homo sapiens,IC50
B,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,CHEMBL2443044,nM,10.0,Homo sapiens,IC50
B,C[C@H](Nc1nc(Nc2cn(C)cn2)c2cc[nH]c2n1)c1ncc(F)cn1,CHEMBL3116050,nM,40.0,Homo sapiens,IC50
B,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccsc3)cn21,CHEMBL3298400,nM,10000.0,Homo sapiens,IC50
B,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,CHEMBL3297762,nM,10000.0,Homo sapiens,IC50
B,CNc1cc2ccc(C#CCOc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2cn1,CHEMBL3355065,nM,30.0,Homo sapiens,IC50
B,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21,CHEMBL3361128,nM,5190.0,Homo sapiens,IC50
B,Nc1nc2c3c(F)cccc3nc(Cc3ccc4c(c3)OCO4)n2n1,CHEMBL3309990,nM,10000.0,Homo sapiens,IC50
B,Nc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1nc(N)nc21,CHEMBL3309995,nM,10000.0,Homo sapiens,IC50
B,OCCCNc1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n1ncnc21,CHEMBL3309997,nM,10000.0,Homo sapiens,IC50
B,Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1,CHEMBL3309998,nM,10000.0,Homo sapiens,IC50
B,CN1CCN(c2cc(F)c3c(c2)nc(Cc2ccc4c(c2)OCO4)n2nc(N)nc32)CC1,CHEMBL3310151,nM,10000.0,Homo sapiens,IC50
B,COc1cc(-c2nc(-c3c[nH]c4ccccc34)c[nH]c2=O)cc(OC)c1OC,CHEMBL3358966,nM,5000.0,Homo sapiens,IC50
B,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,CHEMBL3301607,nM,274.0,Homo sapiens,IC50
B,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL3039504,nM,13.0,Homo sapiens,IC50
B,[2H]C([2H])([2H])Oc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC([2H])([2H])[2H],CHEMBL3426917,nM,4.55,Homo sapiens,IC50
B,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,CHEMBL1289494,nM,3.11,Homo sapiens,IC50
B,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,CHEMBL3586404,nM,651.0,Homo sapiens,IC50
B,CN(C)CCCNC(=O)c1csc2nc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)cn12,CHEMBL3623375,nM,1188.0,Homo sapiens,IC50
B,O=C(Nc1ccc(Nc2ncnc3ccccc23)cc1)Nc1cccc(Br)c1,CHEMBL3628797,nM,47.0,Homo sapiens,IC50
B,O=C(Nc1ccc(Nc2ncnc3sccc23)cc1)Nc1cccc(Br)c1,CHEMBL3628798,nM,1980.0,Homo sapiens,IC50
B,O=C(Nc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1)Nc1cccc(Br)c1,CHEMBL3628799,nM,420.0,Homo sapiens,IC50
B,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c2cc1OC,CHEMBL2018882,nM,9.0,Homo sapiens,IC50
B,O=C(Nc1ccc(Oc2ncnc3ccccc23)cc1)Nc1cccc(Br)c1,CHEMBL3628807,nM,7.0,Homo sapiens,IC50
B,O=C(Nc1ccc(Oc2ncnc3sccc23)cc1)Nc1cccc(Br)c1,CHEMBL3628808,nM,6.0,Homo sapiens,IC50
B,O=C(Nc1ccc(Oc2ncnc3sc4c(c23)CCCC4)cc1)Nc1cccc(Br)c1,CHEMBL3628811,nM,1020.0,Homo sapiens,IC50
B,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,CHEMBL3741589,nM,10000.0,Homo sapiens,IC50
B,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,CHEMBL3745885,nM,10000.0,Homo sapiens,IC50
B,CC(C)n1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,CHEMBL3753341,nM,72.0,Homo sapiens,IC50
B,Cn1ccnc1-c1cc2c(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)ccnc2s1,CHEMBL3764474,nM,4.0,Homo sapiens,IC50
B,CC1=[N+](c2ccccc2)C(=O)C(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c(F)c2)C=C1.Cl,CHEMBL3765306,nM,5.5,Homo sapiens,IC50
B,CN1CCN(c2ccc(-c3cnc4ccccc4c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,CHEMBL3799275,nM,600.0,Homo sapiens,IC50
B,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,CHEMBL1983268,nM,1000.0,Homo sapiens,IC50
B,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,CHEMBL3818247,nM,30000.0,Homo sapiens,IC50
B,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,nM,0.9,Homo sapiens,IC50
