assay_type,canonical_smiles,molecule_chembl_id,standard_units,standard_value,target_organism,type
B,CCCc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL469602,nM,202.0,Homo sapiens,IC50
B,COc1ccc(CO)cc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL451153,nM,216.0,Homo sapiens,IC50
B,CCSc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL470395,nM,229.0,Homo sapiens,IC50
B,CCOc1cc(C)ccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL510289,nM,257.0,Homo sapiens,IC50
B,Cc1ccc(Oc2ccc(C#N)c(C(F)(F)F)c2)c(O)c1,CHEMBL511145,nM,354.0,Homo sapiens,IC50
B,N#Cc1ccc(Oc2ccccc2-c2ccccc2)cc1C(F)(F)F,CHEMBL471876,nM,430.0,Homo sapiens,IC50
B,Cc1cccc(Oc2ccc(C#N)c(C(F)(F)F)c2)c1,CHEMBL464764,nM,770.0,Homo sapiens,IC50
B,CC(C)c1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL507267,nM,2280.0,Homo sapiens,IC50
B,N#Cc1ccc(Oc2cccc(Cl)c2)cc1C(F)(F)F,CHEMBL470841,nM,2720.0,Homo sapiens,IC50
B,Cc1ccc(Oc2ccc(C#N)c(C(F)(F)F)c2)cc1,CHEMBL465539,nM,4000.0,Homo sapiens,IC50
B,N#Cc1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,CHEMBL470842,nM,6650.0,Homo sapiens,IC50
B,COc1cccc(Oc2ccc(C#N)c(C(F)(F)F)c2)c1,CHEMBL469600,nM,10000.0,Homo sapiens,IC50
B,COc1ccc(Oc2ccc(C#N)c(C(F)(F)F)c2)cc1,CHEMBL469601,nM,10000.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCO,CHEMBL9337,nM,16.0,Homo sapiens,IC50
B,N#Cc1cc(F)cc(-c2ccc3c(c2)C(c2ccco2)(c2ccco2)OCC(=O)N3)c1,CHEMBL487116,nM,3000.0,Homo sapiens,IC50
B,CCC1(c2ccco2)OCC(=O)Nc2ccc(-c3cc(F)cc(C#N)c3)cc21,CHEMBL501080,nM,690.0,Homo sapiens,IC50
B,CC1(C)OCC(=O)Nc2ccc(-c3cc(F)cc(C#N)c3)cc21,CHEMBL487728,nM,3000.0,Homo sapiens,IC50
B,N#Cc1ccc([C@H]2CCCC[C@H]2O)cc1C(F)(F)F,CHEMBL458084,nM,37.0,Homo sapiens,IC50
B,N#Cc1ccc([C@@H]2CCCC[C@@H]2O)cc1C(F)(F)F,CHEMBL458506,nM,1599.0,Homo sapiens,IC50
B,N#Cc1ccc(C2CCCCC2O)cc1C(F)(F)F,CHEMBL501627,nM,26.0,Homo sapiens,IC50
B,N#Cc1ccc([C@H]2CCCC[C@@H]2O)cc1C(F)(F)F,CHEMBL458505,nM,3000.0,Homo sapiens,IC50
B,COc1cc(-c2ccccc2O)ccc1C#N,CHEMBL503575,nM,37.0,Homo sapiens,IC50
B,COc1ccccc1CNC(=O)c1cc(C(F)(F)F)nn1-c1cccc(CNC(=O)[C@H](C)N)c1,CHEMBL516241,nM,10000.0,Homo sapiens,IC50
B,COc1ccccc1CNC(=O)c1cc(C(F)(F)F)nn1-c1csc(CNC(=O)[C@H](C)N)c1,CHEMBL475503,nM,10000.0,Homo sapiens,IC50
B,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CHEMBL806,nM,2000.0,Homo sapiens,IC50
B,CC[C@@]12C[C@H](O)[C@](O)(c3ccccc3)C[C@H]1CCc1cc(OCc3cccnc3C)ccc12,CHEMBL470783,nM,10000.0,Homo sapiens,IC50
B,CC[C@@]12C[C@H](O)[C@](O)(c3ccccc3)C[C@H]1CCc1cc(O)ccc12,CHEMBL511812,nM,10000.0,Homo sapiens,IC50
B,CC#C[C@@]1(O)C[C@@H](O)[C@@]2(CC)c3ccc(O)cc3CC[C@@H]2C1,CHEMBL457242,nM,10000.0,Homo sapiens,IC50
B,CC#C[C@]1(O)C[C@H]2CCc3cc(OCc4cccnc4C)ccc3[C@]2(CC)C[C@@H]1O,CHEMBL515671,nM,10000.0,Homo sapiens,IC50
B,CC#C[C@]1(O)C[C@H]2CCc3cc(O)ccc3[C@]2(CC)C[C@@H]1O,CHEMBL457241,nM,10000.0,Homo sapiens,IC50
B,CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(OCc4cccnc4C)cc3CC[C@@H]2C1,CHEMBL457036,nM,880.0,Homo sapiens,IC50
B,CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(O)cc3CC[C@@H]2C1,CHEMBL10560,nM,420.0,Homo sapiens,IC50
B,C=CC[C@@]12CC[C@](O)(C#CC)C[C@H]1CCc1cc(O)ccc12,CHEMBL470785,nM,10000.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL27769,nM,1.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC[C@@H]12,CHEMBL559246,nM,7.0,Homo sapiens,IC50
B,C[C@@H]1C[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1O,CHEMBL538137,nM,31.0,Homo sapiens,IC50
B,COC[C@@H]1C[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1O,CHEMBL538877,nM,24.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](O)[C@H](Cc5cccc(F)c5)C[C@H]4[C@@H]3CC[C@@H]12,CHEMBL556229,nM,23.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5cccc(F)c5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL562471,nM,27.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5cc(F)cc(F)c5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL556431,nM,41.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5ccccc5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL560935,nM,116.0,Homo sapiens,IC50
B,C/C=C1\C[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1O,CHEMBL557116,nM,35.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5ccccn5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL559485,nM,292.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5ccncc5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL556848,nM,129.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5cccnc5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL562780,nM,62.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5cncnc5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL551269,nM,59.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5cnc(C6CC6)nc5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL551270,nM,51.0,Homo sapiens,IC50
B,COc1ncc(/C=C2\C[C@H]3[C@@H]4CC[C@H]5N(C)C(=O)C=C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)cn1,CHEMBL559878,nM,11.0,Homo sapiens,IC50
B,Cc1ncc(/C=C2\C[C@H]3[C@@H]4CC[C@H]5N(C)C(=O)C=C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)cn1,CHEMBL549375,nM,43.0,Homo sapiens,IC50
B,CNc1ncc(/C=C2\C[C@H]3[C@@H]4CC[C@H]5N(C)C(=O)C=C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)cn1,CHEMBL563597,nM,31.0,Homo sapiens,IC50
B,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C/C(=C\c5cnc(-c6ccccn6)nc5)[C@@H]4O)[C@@H]3CC[C@@H]12,CHEMBL562394,nM,715.0,Homo sapiens,IC50
B,CC(C(=O)N(C)C)N(CC(F)(F)F)c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL549725,nM,1600.0,Homo sapiens,IC50
B,CN1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,CHEMBL558664,nM,250.0,Homo sapiens,IC50
B,CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,CHEMBL563341,nM,250.0,Homo sapiens,IC50
B,C[C@@](O)(c1cccs1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL584258,nM,4000.0,Homo sapiens,IC50
B,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CHEMBL384467,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccsc1)[C@H]1CCCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@@]21C,CHEMBL310570,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccc(F)cc1)[C@H]1CCCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@@]21C,CHEMBL311662,nM,4000.0,Homo sapiens,IC50
B,CC(C)C[C@@](C)(O)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL567237,nM,4000.0,Homo sapiens,IC50
B,C[C@](O)([C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C)C(F)(F)F,CHEMBL569061,nM,4000.0,Homo sapiens,IC50
B,C[C@]12Cn3cnc(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@](C)(O)C1CCOCC1,CHEMBL572355,nM,4000.0,Homo sapiens,IC50
B,C[C@]12Cn3cnc(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@](C)(O)C1CCCCC1,CHEMBL572212,nM,4000.0,Homo sapiens,IC50
B,C[C@]12Cn3cnc(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@](C)(O)C1CC1,CHEMBL584522,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(Cc1ccc(F)cc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL569100,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(CCc1ccccc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL568868,nM,4000.0,Homo sapiens,IC50
B,CCCC[C@@](C)(O)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL566387,nM,4000.0,Homo sapiens,IC50
B,C=CC[C@@](C)(O)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL565320,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1nccs1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL569290,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccsc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL569044,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccc(Cl)s1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL572330,nM,4000.0,Homo sapiens,IC50
B,Cc1ccc([C@@](C)(O)[C@H]2CCCC3=Cc4c(-c5ccc(F)cc5)ncn4C[C@@]32C)s1,CHEMBL572329,nM,4000.0,Homo sapiens,IC50
B,Cc1ccsc1[C@@](C)(O)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL567028,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccncc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL566823,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1cccnc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL583625,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccccn1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL583859,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccc(C#N)cc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL572357,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1cccc(C#N)c1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL566600,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccc(Cl)cc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL567027,nM,4000.0,Homo sapiens,IC50
B,Cc1cccc([C@@](C)(O)[C@H]2CCCC3=Cc4c(-c5ccc(F)cc5)ncn4C[C@@]32C)c1,CHEMBL566575,nM,4000.0,Homo sapiens,IC50
B,Cc1ccccc1[C@@](C)(O)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL576472,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccccc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL569544,nM,4000.0,Homo sapiens,IC50
B,C[C@@](O)(c1ccc(F)cc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL577945,nM,4000.0,Homo sapiens,IC50
B,CO[C@](C)(c1cccs1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C,CHEMBL566818,nM,4000.0,Homo sapiens,IC50
B,C=CC[C@H](O)C1CCCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@@]21C,CHEMBL583629,nM,4000.0,Homo sapiens,IC50
B,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CHEMBL491,nM,25.0,Homo sapiens,IC50
B,CC1(C)C(=O)CC[C@]2(C)[C@@]3(C)c4[nH]c5ccccc5c4C[C@@H]3CC[C@@]12O,CHEMBL1087512,nM,10000.0,Homo sapiens,IC50
B,CC1(C)[C@H](O)CC[C@]2(C)[C@@]3(C)c4[nH]c5ccccc5c4C[C@@H]3CC[C@@]12O,CHEMBL1076438,nM,10000.0,Homo sapiens,IC50
B,CC1=C(C#N)[C@@H](c2ccc(F)cc2Cl)C(C(=O)OC(C)(C)C)=C(C)N1,CHEMBL1097751,nM,246.0,Homo sapiens,IC50
B,CCCC1=C(C(=O)OCC)[C@H](c2ccnc3ccccc23)C(C#N)=C(C)N1,CHEMBL1094797,nM,730.0,Homo sapiens,IC50
B,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,CHEMBL1099083,nM,1270.0,Homo sapiens,IC50
B,CN1C(=S)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(C)C,CHEMBL1099140,nM,15.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCC(=O)O,CHEMBL1099141,nM,3900.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCC(N)=O,CHEMBL1099142,nM,480.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCNC(N)=O,CHEMBL1095223,nM,800.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCNS(N)(=O)=O,CHEMBL1095224,nM,1000.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCc1nnn[nH]1,CHEMBL1099158,nM,1000.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCS(=O)(=O)O,CHEMBL1095861,nM,1000.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCS(N)(=O)=O,CHEMBL1095862,nM,400.0,Homo sapiens,IC50
B,CNS(=O)(=O)CCCN1C(=S)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(C)C,CHEMBL1095863,nM,170.0,Homo sapiens,IC50
B,CN(C)S(=O)(=O)CCCN1C(=S)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(C)C,CHEMBL1095864,nM,80.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCS(N)(=O)=O,CHEMBL1097855,nM,770.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCCS(N)(=O)=O,CHEMBL1098171,nM,1000.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)cc2)C(=S)N1CCCS(N)(=O)=O,CHEMBL1098172,nM,5000.0,Homo sapiens,IC50
B,Cc1cc(N2C(=O)C(C)(C)N(CCCS(N)(=O)=O)C2=S)ccc1C#N,CHEMBL1098173,nM,1000.0,Homo sapiens,IC50
B,COc1cc(N2C(=O)C(C)(C)N(CCCS(N)(=O)=O)C2=S)ccc1C#N,CHEMBL1098174,nM,1900.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(Cl)c2)C(=S)N1CCCS(N)(=O)=O,CHEMBL1099086,nM,440.0,Homo sapiens,IC50
B,Cc1c(N2C(=O)C(C)(C)N(CCCS(N)(=O)=O)C2=S)ccc(C#N)c1C(F)(F)F,CHEMBL1099087,nM,260.0,Homo sapiens,IC50
B,Cc1cc(C#N)c(C(F)(F)F)cc1N1C(=O)C(C)(C)N(CCCS(N)(=O)=O)C1=S,CHEMBL1094117,nM,5000.0,Homo sapiens,IC50
B,CSc1ccc(CN2CC(C)(C)[C@@H](Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cc1,CHEMBL1084843,nM,316.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccccc2F)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1085819,nM,174.0,Homo sapiens,IC50
B,N#Cc1ccc(Oc2ccc(F)cc2F)cc1C(F)(F)F,CHEMBL1085594,nM,488.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccccc2)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1085593,nM,100.0,Homo sapiens,IC50
B,CNC(=O)Cn1cc(C2CC2)c(Oc2ccc(C#N)cc2)c1C1CC1,CHEMBL1083754,nM,10000.0,Homo sapiens,IC50
B,CCc1cn(CCO)c(CC)c1Oc1ccc(C#N)cc1,CHEMBL1084770,nM,5000.0,Homo sapiens,IC50
B,O=C(CC(Nc1ccc([N+](=O)[O-])cc1)c1ccco1)c1ccc(Cl)cc1,CHEMBL1163630,nM,2.9,Homo sapiens,IC50
B,Cn1c(C#N)ccc1-c1ccc(C(=O)C(C)(C)C)cc1,CHEMBL1209236,nM,100.0,Homo sapiens,IC50
B,Cn1c(C#N)ccc1-c1ccc(/C(=N\O)C(C)(C)C)cc1,CHEMBL1209298,nM,165.0,Homo sapiens,IC50
B,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,CHEMBL1082723,nM,30000.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,nM,30.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL27769,nM,10.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,CHEMBL166444,nM,7.0,Homo sapiens,IC50
B,Oc1cccc2c1[nH]c1ccc(Br)cc12,CHEMBL1288956,nM,1420.0,Homo sapiens,IC50
B,N#Cc1ccc2[nH]c3c(O)cccc3c2c1,CHEMBL1288957,nM,4600.0,Homo sapiens,IC50
B,Oc1c(Br)ccc2c1[nH]c1cc(Cl)c(Cl)cc12,CHEMBL1288958,nM,34.0,Homo sapiens,IC50
B,Oc1cccc2c1[nH]c1ccc(Cl)c(Cl)c12,CHEMBL1288959,nM,15.0,Homo sapiens,IC50
B,Oc1c(Cc2ccccc2)ccc2c1[nH]c1cc(Cl)c(Cl)cc12,CHEMBL1290518,nM,1000.0,Homo sapiens,IC50
B,Oc1c(Cc2ccccc2)ccc2c1[nH]c1ccc(Cl)c(Cl)c12,CHEMBL1290631,nM,1000.0,Homo sapiens,IC50
B,OC1(C(F)(F)F)CCCc2c1[nH]c1c(Cl)cc(Cl)cc21,CHEMBL1288979,nM,34.0,Homo sapiens,IC50
B,OC1(C(F)(F)F)CCCc2c1[nH]c1c(Cl)ccc(Cl)c21,CHEMBL1288980,nM,85.0,Homo sapiens,IC50
B,OC1(C(F)(F)F)CCCCc2c1[nH]c1c(Cl)cc(Cl)cc21,CHEMBL1290632,nM,600.0,Homo sapiens,IC50
B,OC1(C(F)(F)F)CCCc2c1[nH]c1c(Cl)cc(F)cc21,CHEMBL1288981,nM,90.0,Homo sapiens,IC50
B,CC1(O)CCCc2c1[nH]c1cc(Cl)c(Cl)cc21,CHEMBL1289011,nM,10000.0,Homo sapiens,IC50
B,CC1(O)CCCc2c1[nH]c1ccc(C#N)cc21,CHEMBL1289012,nM,9200.0,Homo sapiens,IC50
B,N#Cc1ccc2[nH]c3c(c2c1)CCCC3(O)C(F)(F)F,CHEMBL1289013,nM,480.0,Homo sapiens,IC50
B,OC1(C(F)(F)F)CCCc2c1[nH]c1cc(Cl)c(Cl)cc21,CHEMBL1288321,nM,27.0,Homo sapiens,IC50
B,OC1(C(F)(F)F)CCCc2c1[nH]c1ccc(Cl)c(Cl)c21,CHEMBL1288322,nM,95.0,Homo sapiens,IC50
B,OC1(C(F)(F)C(F)(F)F)CCCc2c1[nH]c1cc(Cl)c(Cl)cc21,CHEMBL1290633,nM,34.0,Homo sapiens,IC50
B,N#Cc1ccc2[nH]c3c(c2c1)CCCC3(O)C(F)(F)C(F)(F)F,CHEMBL1290750,nM,10000.0,Homo sapiens,IC50
B,OC1(C(F)(F)F)c2[nH]c3c(Cl)cc(Cl)cc3c2CCC1(F)F,CHEMBL1290751,nM,100.0,Homo sapiens,IC50
B,OC1(C(F)(F)F)CCc2c1[nH]c1c(Cl)cc(Cl)cc21,CHEMBL1288323,nM,13.0,Homo sapiens,IC50
B,CCOc1cc(C2Nc3cccc4cccc(c34)N2)ccc1O,CHEMBL591628,nM,31500.0,Homo sapiens,IC50
B,Oc1ccc(C2Nc3cccc4cccc(c34)N2)cc1,CHEMBL1527972,nM,30700.0,Homo sapiens,IC50
B,COc1cc(C2Nc3cccc4cccc(c34)N2)ccc1O,CHEMBL1302748,nM,32900.0,Homo sapiens,IC50
B,COc1ccc(C2Nc3cccc4cccc(c34)N2)cc1O,CHEMBL1822155,nM,8200.0,Homo sapiens,IC50
B,Oc1ccc(C2Nc3cccc4cccc(c34)N2)cc1O,CHEMBL1822156,nM,30580.0,Homo sapiens,IC50
B,CC1=NN(c2ccccc2)C(=O)/C1=N\Nc1ccc(C(=O)O)c(O)c1,CHEMBL1822157,nM,26000.0,Homo sapiens,IC50
B,CCOc1cc(C2Nc3cccc4cccc(c34)N2)ccc1O,CHEMBL591628,nM,11100.0,Homo sapiens,IC50
B,Oc1ccc(C2Nc3cccc4cccc(c34)N2)cc1,CHEMBL1527972,nM,5900.0,Homo sapiens,IC50
B,COc1cc(C2Nc3cccc4cccc(c34)N2)ccc1O,CHEMBL1302748,nM,4600.0,Homo sapiens,IC50
B,COc1ccc(C2Nc3cccc4cccc(c34)N2)cc1O,CHEMBL1822155,nM,34400.0,Homo sapiens,IC50
B,Oc1ccc(C2Nc3cccc4cccc(c34)N2)cc1O,CHEMBL1822156,nM,18640.0,Homo sapiens,IC50
B,CC1=NN(c2ccccc2)C(=O)/C1=N\Nc1ccc(C(=O)O)c(O)c1,CHEMBL1822157,nM,33400.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2cccc(O)c2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830944,nM,11.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccccc2O)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830943,nM,17.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccc(O)cc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830945,nM,17.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccccc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830789,nM,30.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2nc3ccccc3s2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830952,nM,43.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2cccc(F)c2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830941,nM,48.0,Homo sapiens,IC50
B,CC1(C)COC(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830769,nM,70.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2noc(-c3ccccc3)n2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830954,nM,84.0,Homo sapiens,IC50
B,CCCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830775,nM,91.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccccc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830789,nM,100.0,Homo sapiens,IC50
B,COc1cccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)c1,CHEMBL1830938,nM,110.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccccc2F)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830940,nM,112.0,Homo sapiens,IC50
B,CC1(C)COC(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830768,nM,113.0,Homo sapiens,IC50
