assay_type,canonical_smiles,molecule_chembl_id,standard_units,standard_value,target_organism,type
B,CN(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,CHEMBL389277,nM,260.0,Homo sapiens,IC50
B,CCN(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,CHEMBL390071,nM,660.0,Homo sapiens,IC50
B,CC(C)N(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,CHEMBL224414,nM,430.0,Homo sapiens,IC50
B,CCCN(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,CHEMBL375282,nM,300.0,Homo sapiens,IC50
B,CCCCN(C)C(=O)CCCCCCCC1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,CHEMBL224770,nM,280.0,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,200.0,Homo sapiens,IC50
B,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CHEMBL491,nM,200.0,Homo sapiens,IC50
B,CCCCN(C)C(=O)CCCCCCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,CHEMBL373460,nM,9900.0,Homo sapiens,IC50
B,CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,CHEMBL375675,nM,1900.0,Homo sapiens,IC50
B,CCCCN(C)C(=O)CCCCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,CHEMBL224779,nM,570.0,Homo sapiens,IC50
B,CCCCN(C)C(=O)CCCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,CHEMBL389631,nM,550.0,Homo sapiens,IC50
B,CCCCN(C)C(=O)CCCCCCC[C@@H]1CC2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,CHEMBL223813,nM,280.0,Homo sapiens,IC50
B,C[C@]12CCC(=O)CC1C[C@@H](CCCCCCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL224278,nM,10000.0,Homo sapiens,IC50
B,C[C@]12CCC(=O)CC1C[C@@H](CCCCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL388724,nM,10000.0,Homo sapiens,IC50
B,C[C@]12CCC(=O)CC1C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL224015,nM,110.0,Homo sapiens,IC50
B,C[C@]12CCC(=O)CC1C[C@@H](CCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL387850,nM,960.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2ccccc2Cl)cc1C(F)(F)F,CHEMBL238365,nM,9.8,Homo sapiens,IC50
B,COCCOCCOc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL238340,nM,8140.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2ccccc2OCCO)cc1C(F)(F)F,CHEMBL238338,nM,1540.0,Homo sapiens,IC50
B,COCCOc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL266491,nM,2230.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2ccccc2OCC(=O)O)cc1C(F)(F)F,CHEMBL445409,nM,10000.0,Homo sapiens,IC50
B,COC(=O)COc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL235784,nM,1310.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2c(O)cccc2O)cc1C(F)(F)F,CHEMBL394392,nM,989.0,Homo sapiens,IC50
B,COc1cccc(OC)c1-c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL427678,nM,14.7,Homo sapiens,IC50
B,N#Cc1ccc(-c2ccccc2C(F)(F)F)cc1C(F)(F)F,CHEMBL396656,nM,10.9,Homo sapiens,IC50
B,Cc1ccc(-c2ccc(C#N)c(C(F)(F)F)c2)cc1,CHEMBL392827,nM,200.0,Homo sapiens,IC50
B,Cc1cccc(-c2ccc(C#N)c(C(F)(F)F)c2)c1,CHEMBL235601,nM,1900.0,Homo sapiens,IC50
B,Cc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL235379,nM,146.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2ccc(O)cc2)cc1C(F)(F)F,CHEMBL235378,nM,61.2,Homo sapiens,IC50
B,N#Cc1ccc(-c2cccc(O)c2)cc1C(F)(F)F,CHEMBL391549,nM,229.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2ccccc2O)cc1C(F)(F)F,CHEMBL391548,nM,39.9,Homo sapiens,IC50
B,COc1ccc(-c2ccc(C#N)c(C(F)(F)F)c2)cc1,CHEMBL235159,nM,56.7,Homo sapiens,IC50
B,COc1cccc(-c2ccc(C#N)c(C(F)(F)F)c2)c1,CHEMBL443579,nM,955.0,Homo sapiens,IC50
B,COc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL238366,nM,37.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCC(CCCC(F)(F)C(F)(F)F)C(=O)O)C[C@H]1CC(=O)CC[C@@]13C,CHEMBL236699,nM,410.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3CCCCc1cccc(OCCCCCC(=O)O)c1,CHEMBL235872,nM,120.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3CCCCc1cccc(OCCCCC(=O)O)c1,CHEMBL235811,nM,350.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3CCCCc1cccc(OCCCC(=O)O)c1,CHEMBL235871,nM,670.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3CCCCc1ccc(OCCCCC(=O)O)cc1,CHEMBL238001,nM,96.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3CCCc1ccc(OCCCCC(=O)O)cc1,CHEMBL237999,nM,660.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3CCCc1ccc(OCCCC(=O)O)cc1,CHEMBL428021,nM,430.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3CCCc1ccc(OCCC(=O)O)cc1,CHEMBL235661,nM,300.0,Homo sapiens,IC50
B,C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3CCCCCCCCCC(=O)O,CHEMBL391648,nM,600.0,Homo sapiens,IC50
B,CN(C)C(=O)CCCCCCC[C@@H]1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,CHEMBL393320,nM,260.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCC(=O)O)C[C@H]1CC(=O)CC[C@@]13C,CHEMBL235003,nM,660.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCC(=O)O)C[C@H]1CC(=O)CC[C@@]13C,CHEMBL393319,nM,350.0,Homo sapiens,IC50
B,CC(C)C(O)(c1nc2cc(Cl)c(Cl)cc2[nH]1)C(F)(F)F,CHEMBL401458,nM,2.0,Homo sapiens,IC50
B,CCSCC(O)(c1nc2cc(Cl)c(Cl)cc2[nH]1)C(F)(F)F,CHEMBL246800,nM,17.0,Homo sapiens,IC50
B,C=CC(O)(c1nc2cc(Cl)c(Cl)cc2[nH]1)C(F)(F)F,CHEMBL246007,nM,7.0,Homo sapiens,IC50
B,O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,CHEMBL250104,nM,7700.0,Homo sapiens,IC50
B,C=C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL246138,nM,33.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H]5CC[C@@]43CCO5)[C@@H]1CC[C@@H]2O,CHEMBL397343,nM,710.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@]43CC[C@H]5O)[C@@H]1CC[C@@H]2O,CHEMBL245575,nM,1120.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@]43CC[C@@H]5O)[C@@H]1CC[C@@H]2O,CHEMBL245378,nM,1375.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@H]5CCC[C@]43CC[C@@H]5O)[C@@H]1CC[C@@H]2O,CHEMBL393278,nM,68.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC=C[C@]43CC[C@@H]5O)[C@@H]1CC[C@@H]2O,CHEMBL246341,nM,85.0,Homo sapiens,IC50
B,C=CC[C@@H]1C2=CC[C@@H]3[C@H](CC[C@]4(C)[C@@H](O)CC[C@@H]34)[C@@]2(C=C)CC[C@@H]1O,CHEMBL392000,nM,15.0,Homo sapiens,IC50
B,C=C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL246140,nM,7.9,Homo sapiens,IC50
B,C/C=C\[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,CHEMBL246139,nM,718.0,Homo sapiens,IC50
B,CC[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,CHEMBL391795,nM,88.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H]5C(=O)CC[C@@]43C[C@H]5O)[C@@H]1CC[C@@H]2O,CHEMBL245576,nM,1000.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H]5CC[C@@]43CC(=O)O5)[C@@H]1CC[C@@H]2O,CHEMBL245771,nM,1000.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC4C5=CC(=O)CC[C@@]53C[C@H]4O)[C@@H]1CC[C@@H]2O,CHEMBL438863,nM,1000.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H]5C(=O)CC[C@@]43C[C@@H]5O)[C@@H]1CC[C@@H]2O,CHEMBL245577,nM,1000.0,Homo sapiens,IC50
B,CCCN(CCC)c1cc(C(F)(F)F)c(C#N)cn1,CHEMBL248868,nM,78.0,Homo sapiens,IC50
B,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCO,CHEMBL9337,nM,15.9,Homo sapiens,IC50
B,C[C@@H](Nc1cc(C(F)(F)F)c(C#N)cn1)c1ccccc1,CHEMBL248878,nM,4926.0,Homo sapiens,IC50
B,C[C@@H](c1ccccc1)N(C)c1cc(C(F)(F)F)c(C#N)cn1,CHEMBL400098,nM,1700.0,Homo sapiens,IC50
B,C[C@H](c1ccccc1)N(C)c1cc(C(F)(F)F)c(C#N)cn1,CHEMBL248690,nM,20.0,Homo sapiens,IC50
B,CC(c1ccccc1)N(C)c1cc(C(F)(F)F)c(C#N)cn1,CHEMBL399876,nM,123.0,Homo sapiens,IC50
B,N#Cc1cnc(N2CCC3CCCCC3C2)cc1C(F)(F)F,CHEMBL248841,nM,169.0,Homo sapiens,IC50
B,CC1CCN(c2cc(C(F)(F)F)c(C#N)cn2)CC1,CHEMBL249072,nM,73.0,Homo sapiens,IC50
B,N#Cc1cnc(N2CCCCC2)cc1C(F)(F)F,CHEMBL398432,nM,209.0,Homo sapiens,IC50
B,CCCCN(C)c1cc(C(F)(F)F)c(C#N)cn1,CHEMBL249071,nM,3.8,Homo sapiens,IC50
B,CCC(C)N(C)c1cc(C(F)(F)F)c(C#N)cn1,CHEMBL249070,nM,7.0,Homo sapiens,IC50
B,CCCN(CC1CC1)c1cc(C(F)(F)F)c(C#N)cn1,CHEMBL398431,nM,0.8,Homo sapiens,IC50
B,N#Cc1ccc(O[C@H]2CCCC[C@@H]2C#N)cc1C(F)(F)F,CHEMBL399439,nM,43.0,Homo sapiens,IC50
B,N#Cc1ccc(O[C@@H]2CCCC[C@H]2C#N)cc1C(F)(F)F,CHEMBL399887,nM,60.0,Homo sapiens,IC50
B,N#Cc1ccc(OC2CCCCC2C#N)cc1C(F)(F)F,CHEMBL251552,nM,58.0,Homo sapiens,IC50
B,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CHEMBL135,nM,26.0,Homo sapiens,IC50
B,CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,CHEMBL250110,nM,2250.0,Homo sapiens,IC50
B,C=C1C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,CHEMBL249700,nM,40.0,Homo sapiens,IC50
B,C=C[C@]12CCC(=C)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL400480,nM,330.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL440283,nM,230.0,Homo sapiens,IC50
B,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@@]21C,CHEMBL398841,nM,290.0,Homo sapiens,IC50
B,C=C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL250109,nM,170.0,Homo sapiens,IC50
B,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C=C(C)CC[C@]4(C=C)[C@H]3CC[C@@]21C,CHEMBL249904,nM,1615.0,Homo sapiens,IC50
B,C=C[C@]12CCC(C)=CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL398634,nM,520.0,Homo sapiens,IC50
B,C=C[C@]12CCC(c3ccccc3)=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL398840,nM,3160.0,Homo sapiens,IC50
B,C=C[C@]12CCC(CC)=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL249903,nM,500.0,Homo sapiens,IC50
B,C=C[C@]12CCC(C)=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL398456,nM,560.0,Homo sapiens,IC50
B,C=C[C@]12CC[C@@](C)(O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL251515,nM,2610.0,Homo sapiens,IC50
B,C=C[C@]12CC[C@](C)(O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL398455,nM,842.0,Homo sapiens,IC50
B,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CHEMBL1276308,nM,6.9,Homo sapiens,IC50
B,COC[C@]1(OC)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(/C=N/O)cc3)C[C@@]21C,CHEMBL267431,nM,6.1,Homo sapiens,IC50
B,Cn1c(C#N)ccc1-c1cc(F)c2c(c1)C(C)(C)C(=O)N2,CHEMBL407848,nM,196.0,Homo sapiens,IC50
B,O=C(CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21)c1cccc2ccccc12,CHEMBL263660,nM,250.0,Homo sapiens,IC50
B,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,CHEMBL121626,nM,47000.0,Homo sapiens,IC50
B,Cc1cc(=O)[nH]c2ccc3c4cc(F)ccc4oc(=O)c3c12,CHEMBL258241,nM,101.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL27769,nM,0.05,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,232.0,Homo sapiens,IC50
B,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C(F)(F)F)c3c1OC2,CHEMBL402136,nM,477.0,Homo sapiens,IC50
B,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)-c1ccccc1CO3,CHEMBL450334,nM,40.0,Homo sapiens,IC50
B,O=c1cc(C(F)(F)F)c2c(ccc3c2oc(=O)c2cccc(O)c23)[nH]1,CHEMBL257751,nM,22.0,Homo sapiens,IC50
B,COc1cccc2c(=O)oc3c(ccc4[nH]c(=O)cc(C(F)(F)F)c43)c12,CHEMBL403219,nM,89.0,Homo sapiens,IC50
B,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)-c1c(O)cccc1OC3,CHEMBL253535,nM,1.1,Homo sapiens,IC50
B,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C(F)(F)F)c3c1CO2,CHEMBL401629,nM,14.0,Homo sapiens,IC50
B,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(OC)O2,CHEMBL253746,nM,112.0,Homo sapiens,IC50
B,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(O)O2,CHEMBL258190,nM,50.0,Homo sapiens,IC50
B,COc1c(O)ccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1CO2,CHEMBL427731,nM,1.2,Homo sapiens,IC50
B,Cc1cc(=O)[nH]c2ccc3c(c12)COc1cccc(CO)c1-3,CHEMBL257151,nM,0.3,Homo sapiens,IC50
B,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1CO2,CHEMBL256947,nM,12.0,Homo sapiens,IC50
B,COc1c(OC(C)C)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,CHEMBL256768,nM,2.8,Homo sapiens,IC50
B,CCOc1ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c2c1OC,CHEMBL256977,nM,10.0,Homo sapiens,IC50
B,COc1c(C(=O)OC(F)(F)F)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,CHEMBL256769,nM,0.2,Homo sapiens,IC50
B,COc1c(O)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,CHEMBL427898,nM,0.2,Homo sapiens,IC50
B,Cc1cc(=O)[nH]c2ccc3c4c(C(=O)OC(C)(C)C)cccc4oc(=O)c3c12,CHEMBL401711,nM,1.9,Homo sapiens,IC50
B,COc1cccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,CHEMBL450933,nM,21.0,Homo sapiens,IC50
B,COc1ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c2c1,CHEMBL258397,nM,0.8,Homo sapiens,IC50
B,COc1cc(Sc2ccccc2OC)ccc1C#N,CHEMBL510145,nM,20.0,Homo sapiens,IC50
B,CC(C)Sc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL453740,nM,20.0,Homo sapiens,IC50
B,CCCSc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL462664,nM,23.0,Homo sapiens,IC50
B,COc1cc(Oc2ccccc2C)ccc1C#N,CHEMBL491493,nM,24.0,Homo sapiens,IC50
B,COc1cc(SC(C)C)ccc1C#N,CHEMBL445429,nM,29.0,Homo sapiens,IC50
B,N#Cc1ccc(SCC2CC2)cc1C(F)(F)F,CHEMBL453623,nM,35.0,Homo sapiens,IC50
B,COc1cc(Sc2c(C)cc(C)cc2C)ccc1C#N,CHEMBL462022,nM,39.0,Homo sapiens,IC50
B,CCCSc1ccc(C#N)c(OC)c1,CHEMBL443970,nM,40.0,Homo sapiens,IC50
B,Cc1ccccc1Sc1ccc(C#N)cc1Cl,CHEMBL490956,nM,43.0,Homo sapiens,IC50
B,COc1cc(Sc2c(C)cccc2C)ccc1C#N,CHEMBL448454,nM,43.0,Homo sapiens,IC50
B,CCCCSc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL462665,nM,49.0,Homo sapiens,IC50
B,COc1ccccc1Sc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL462026,nM,56.0,Homo sapiens,IC50
B,COc1cc(Oc2cccc(C)c2)ccc1C#N,CHEMBL490957,nM,57.0,Homo sapiens,IC50
B,N#Cc1ccc(SCC2CCC2)cc1C(F)(F)F,CHEMBL453624,nM,63.0,Homo sapiens,IC50
B,Cc1ccccc1Oc1ccc(C#N)cc1Cl,CHEMBL490955,nM,64.0,Homo sapiens,IC50
B,CCCCSc1ccc(C#N)c(OC)c1,CHEMBL455566,nM,84.0,Homo sapiens,IC50
B,COc1cc(C#N)ccc1Oc1ccccc1C,CHEMBL449867,nM,115.0,Homo sapiens,IC50
B,COc1cc(SCC2CC2)ccc1C#N,CHEMBL504110,nM,169.0,Homo sapiens,IC50
B,N#Cc1ccc(Sc2ccccc2F)cc1C(F)(F)F,CHEMBL507671,nM,184.0,Homo sapiens,IC50
B,N#Cc1ccc(SC2CCC2)cc1C(F)(F)F,CHEMBL449371,nM,194.0,Homo sapiens,IC50
B,COc1cc(Oc2ccc(C)cc2)ccc1C#N,CHEMBL501649,nM,200.0,Homo sapiens,IC50
B,Cc1ccccc1Sc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL462025,nM,225.0,Homo sapiens,IC50
B,CC(C)(C)Sc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL448978,nM,315.0,Homo sapiens,IC50
B,COc1cc(C#N)ccc1Oc1cccc(C)c1,CHEMBL447604,nM,353.0,Homo sapiens,IC50
B,Cc1cccc(C)c1Sc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL462027,nM,411.0,Homo sapiens,IC50
B,COc1cc(SCC2CCC2)ccc1C#N,CHEMBL453244,nM,441.0,Homo sapiens,IC50
B,CC(C)CCSc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL503687,nM,519.0,Homo sapiens,IC50
B,Cc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL499137,nM,535.0,Homo sapiens,IC50
B,Cc1cc(C)c(Sc2ccc(C#N)c(C(F)(F)F)c2)c(C)c1,CHEMBL462234,nM,1340.0,Homo sapiens,IC50
B,Cc1cccc(Oc2ccc(C#N)c(C(F)(F)F)c2)c1,CHEMBL464764,nM,1680.0,Homo sapiens,IC50
B,COc1cc(SCCC(C)C)ccc1C#N,CHEMBL462663,nM,1730.0,Homo sapiens,IC50
B,COc1cc(C#N)ccc1Oc1ccc(C)cc1,CHEMBL464929,nM,5210.0,Homo sapiens,IC50
B,Cc1ccc(Oc2ccc(C#N)c(C(F)(F)F)c2)cc1,CHEMBL465539,nM,5330.0,Homo sapiens,IC50
B,Cc1ccccc1[S+]([O-])c1ccc(C#N)cc1Cl,CHEMBL491492,nM,10000.0,Homo sapiens,IC50
B,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(c1ccsc1)OCC(=O)N2,CHEMBL522432,nM,325.0,Homo sapiens,IC50
B,Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(c1ccco1)OCC(=O)N2,CHEMBL489788,nM,215.0,Homo sapiens,IC50
B,Cn1c(C#N)ccc1-c1ccc2c(c1)C(c1cccs1)(c1cccs1)OCC(=O)N2,CHEMBL520169,nM,775.0,Homo sapiens,IC50
B,Cn1c(C#N)ccc1-c1ccc2c(c1)C(c1ccco1)(c1ccco1)OCC(=O)N2,CHEMBL483246,nM,740.0,Homo sapiens,IC50
B,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,CHEMBL456237,nM,2300.0,Homo sapiens,IC50
B,Cc1cccc(C)c1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL471644,nM,10.0,Homo sapiens,IC50
B,CCc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL513195,nM,20.0,Homo sapiens,IC50
B,Cc1ccccc1Oc1ccc(C#N)c(Cl)c1,CHEMBL470204,nM,30.0,Homo sapiens,IC50
B,N#Cc1ccc(Oc2ccccc2O)cc1C(F)(F)F,CHEMBL471645,nM,34.0,Homo sapiens,IC50
B,COc1cc(C)ccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL469334,nM,69.0,Homo sapiens,IC50
B,CSc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL504179,nM,74.0,Homo sapiens,IC50
B,COc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL469380,nM,83.0,Homo sapiens,IC50
B,Cc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL499137,nM,92.0,Homo sapiens,IC50
B,COc1ccc(C)cc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL512837,nM,103.0,Homo sapiens,IC50
B,CCOc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL449804,nM,120.0,Homo sapiens,IC50
B,N#Cc1ccc(Oc2ccccc2Cl)cc1C(F)(F)F,CHEMBL470629,nM,123.0,Homo sapiens,IC50
B,Cc1ccc(O)c(Oc2ccc(C#N)c(C(F)(F)F)c2)c1,CHEMBL469982,nM,127.0,Homo sapiens,IC50
B,COc1cccc(OC)c1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL469333,nM,157.0,Homo sapiens,IC50
B,COc1cccc(F)c1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL469983,nM,158.0,Homo sapiens,IC50
B,Cc1cc(C)c(Oc2ccc(C#N)c(C(F)(F)F)c2)c(C)c1,CHEMBL513768,nM,198.0,Homo sapiens,IC50
